# {"t_start": 1575375206.093287, "env_id": "MobileDualUR5HuskyPickAndPlace-v1"} 
r,l,t
-1088.635084,100,3749.556358
-52.015746,100,3752.534777
-58.946434,100,3755.066098
-57.331305,100,3757.912802
11.817674,100,3760.980343
-60.20644,100,3764.140442
-49.005139,100,3767.390227
-65.413332,100,3770.379919
-53.99013,100,3772.814085
-52.596351,100,3775.595616
-64.231582,100,3779.898964
-50.687217,100,3783.118191
-82.015614,100,3785.98608
-73.296443,100,3788.545991
-57.806052,100,3791.263058
-49.458897,100,3793.997897
-68.805722,100,3796.993376
-77.26234,100,3800.255819
-48.803714,100,3803.330012
-72.497534,100,3805.924945
-52.509118,100,3808.615839
-57.411973,100,3811.328954
-1116.515577,100,3814.142187
-59.082975,100,3817.246756
-65.85234,100,3820.330528
-50.755134,100,3823.166472
-89.323078,100,3826.155968
-86.849017,100,3828.896085
-59.080471,100,3832.088092
-51.823083,100,3835.329647
-1066.715497,100,3838.401093
-41.896651,100,3842.357234
-55.96022,100,3845.175371
-66.391936,100,3848.15948
-56.2823,100,3851.19659
-52.201048,100,3854.358974
-64.646952,100,3857.321353
-63.405545,100,3860.179396
-53.849977,100,3863.109092
-73.17913,100,3866.400784
-54.572009,100,3869.334774
-60.031824,100,3872.286958
-1120.951046,100,3874.671713
-50.880117,100,3877.349734
-47.849946,100,3880.074993
-68.54983,100,3883.234631
-39.333546,100,3886.349009
-66.824326,100,3889.36095
-52.931487,100,3892.167324
-78.327162,100,3894.875487
-68.690618,100,3898.091786
-55.72492,100,3902.571846
-62.439771,100,3905.490992
-70.59008,100,3908.185269
-53.347765,100,3910.874501
-54.343487,100,3913.591459
-60.489273,100,3916.634904
-75.272074,100,3919.596957
-58.308516,100,3922.569371
-64.16791,100,3925.244556
-76.937587,100,3927.918203
-73.060951,100,3930.780942
-65.486517,100,3933.78705
-43.558755,100,3936.924609
-66.129632,100,3939.947918
-63.713372,100,3942.676357
-55.161583,100,3945.446527
-51.270001,100,3948.383309
-65.756636,100,3951.461636
-49.973681,100,3954.708087
-55.370579,100,3957.561541
-47.774086,100,3960.207854
-64.953074,100,3964.26861
-50.906377,100,3967.334509
-56.662154,100,3970.348377
-64.419757,100,3973.597837
-41.287268,100,3976.34672
-41.181847,100,3979.172994
-57.194989,100,3982.029344
-49.631228,100,3985.147498
-76.385397,100,3988.27667
-62.921183,100,3991.489907
-49.506979,100,3994.07923
-49.45514,100,3996.939656
-63.270586,100,3999.892317
-48.997046,100,4003.068425
-58.791916,100,4006.146853
-48.198718,100,4009.255749
-50.269649,100,4012.19646
-44.984315,100,4014.802542
-48.72646,100,4017.747593
-43.837478,100,4021.015563
-46.942399,100,4025.268504
-72.936303,100,4027.917053
-55.636103,100,4030.60446
-54.245676,100,4033.537522
-60.765727,100,4036.727397
-38.961457,100,4039.91274
-66.828836,100,4042.929967
-69.511666,100,4045.425815
-47.791661,100,4048.281515
-106.633472,100,4051.080466
-58.904856,100,4054.149011
-53.749893,100,4057.493339
-38.502554,100,4060.486651
-61.270985,100,4063.17865
-60.603731,100,4065.890827
-54.219614,100,4068.968495
-53.0989,100,4072.022171
-60.563047,100,4074.986021
-55.658584,100,4077.723192
-49.852221,100,4080.529493
-46.634255,100,4083.305998
-63.152847,100,4087.578964
-65.260464,100,4090.692889
-60.645803,100,4093.619381
-50.208553,100,4096.306967
-1041.762241,100,4098.680659
-53.566832,100,4101.268718
-51.594643,100,4104.501249
-65.427788,100,4107.649152
-56.356143,100,4110.537122
-40.44591,100,4113.134133
-76.96272,100,4116.063247
-48.284241,100,4118.755835
-68.48998,100,4121.964387
-41.84903,100,4125.019593
-73.791639,100,4127.972801
-68.636841,100,4130.980369
-54.562514,100,4133.794792
-1118.578203,100,4136.185584
-52.735914,100,4139.427237
-50.290959,100,4142.632514
-42.626614,100,4146.75361
-68.652716,100,4149.692935
-46.959703,100,4152.437843
-1117.429902,100,4155.390575
-70.64029,100,4158.568382
-60.772468,100,4161.597019
-52.03761,100,4164.373121
-40.107773,100,4167.147164
-58.20612,100,4169.92141
-38.647518,100,4173.119891
-48.554178,100,4176.259212
-58.844612,100,4179.122292
-68.585551,100,4182.022293
-1093.310647,100,4184.484286
-66.360863,100,4187.270999
-40.359074,100,4190.425189
-73.429403,100,4193.605227
-1073.686624,100,4196.227155
-45.835709,100,4198.979416
-83.667423,100,4202.03797
-58.770149,100,4204.942513
-46.892036,100,4209.350178
-62.993336,100,4212.329491
-69.455068,100,4215.273268
-57.556816,100,4217.913331
-42.954303,100,4220.90081
-47.584347,100,4223.884332
-59.003097,100,4227.125918
-35.81384,100,4229.996569
-62.087395,100,4232.701837
-67.504226,100,4235.450106
-54.461638,100,4238.318785
-41.126789,100,4241.652409
-61.87045,100,4244.685285
-61.559744,100,4247.675438
-59.666941,100,4250.448463
-63.499164,100,4252.981089
-50.097903,100,4256.167108
-38.45904,100,4259.160032
-68.052304,100,4262.314242
-57.40933,100,4265.232191
-36.594627,100,4269.388015
-45.243878,100,4272.445096
-48.297256,100,4275.418921
-31.684986,100,4278.507384
-55.7228,100,4281.422224
-37.837333,100,4284.134525
-57.16802,100,4286.890727
-41.641076,100,4289.995859
-52.486962,100,4293.192696
-60.387505,100,4296.142143
-58.234894,100,4298.925421
-60.249255,100,4301.746906
-41.45691,100,4304.584848
-72.81182,100,4307.698781
-73.577301,100,4310.887328
-72.886609,100,4313.791071
-70.489828,100,4316.65695
-74.165839,100,4319.456668
-66.754952,100,4322.269997
-57.24538,100,4325.376939
-48.71273,100,4328.559202
-71.695743,100,4332.734077
-59.727185,100,4335.443931
-54.185331,100,4338.214887
-53.25826,100,4341.243169
-57.288638,100,4344.317528
-50.055759,100,4347.402936
-53.95776,100,4350.385494
-39.956489,100,4353.19408
-55.306864,100,4355.816759
-40.42988,100,4358.994243
-67.202412,100,4362.190645
-56.372253,100,4365.106833
-38.740815,100,4367.831115
-55.843446,100,4370.642658
-47.776364,100,4373.476191
-36.368934,100,4376.586499
-54.499434,100,4379.738317
-42.222358,100,4382.65796
-62.594552,100,4385.372617
-57.605513,100,4388.290738
-64.536712,100,4392.511165
-39.520678,100,4395.669922
-66.868846,100,4398.808739
-54.782646,100,4401.704751
-47.330008,100,4404.463826
-61.661615,100,4407.136096
-81.391654,100,4410.165483
-35.966354,100,4413.307433
-72.074227,100,4416.686955
-38.790548,100,4419.566048
-45.675308,100,4422.283966
-55.622113,100,4425.244085
-49.518751,100,4428.300929
-46.167446,100,4431.345112
-53.701906,100,4434.392799
-49.044809,100,4437.20439
-1095.702581,100,4439.75634
-56.460949,100,4442.803984
-44.47683,100,4445.964285
-48.592652,100,4449.039814
-42.628938,100,4452.01955
-72.459927,100,4455.92373
-44.862563,100,4458.717957
-45.412501,100,4462.0593
-58.954849,100,4465.204301
-61.137762,100,4468.110064
-50.675858,100,4471.00281
-126.01877,100,4473.672262
-42.841188,100,4476.574794
-52.504772,100,4479.667352
-59.794516,100,4482.765932
-39.841879,100,4485.605698
-71.169149,100,4488.43892
-53.667922,100,4491.281126
-40.768587,100,4494.142474
-53.389011,100,4497.323365
-37.549997,100,4500.371758
-46.504337,100,4503.228099
-44.703391,100,4506.226716
-43.482771,100,4508.834038
-65.032622,100,4511.923039
-42.632792,100,4516.185979
-143.211511,100,4519.075223
-59.845565,100,4522.129369
-70.192521,100,4524.786146
-66.912942,100,4527.642227
-58.759224,100,4530.827772
-66.715115,100,4533.808382
-37.304613,100,4536.656156
-1063.170744,100,4539.558419
-45.074025,100,4542.219798
-54.235038,100,4545.282476
-48.666915,100,4548.202954
-50.706906,100,4551.419134
-64.664383,100,4554.121611
-55.172229,100,4556.886633
-50.042969,100,4559.577585
-48.252194,100,4562.678899
-57.830772,100,4565.696741
-40.258405,100,4568.581615
-44.245755,100,4571.460742
-59.605098,100,4574.206131
-1094.606587,100,4577.956157
-41.249247,100,4581.018754
-52.414876,100,4584.090999
-54.079397,100,4586.891334
-45.034985,100,4589.731575
-40.05998,100,4592.43135
-1089.820507,100,4595.11984
-55.502414,100,4598.267765
-49.639138,100,4601.473518
-68.447154,100,4604.432427
-64.486399,100,4607.292879
-47.681634,100,4609.983321
-40.343423,100,4613.110976
-48.646957,100,4616.104354
-62.307554,100,4619.012985
-56.836794,100,4622.015354
-40.262205,100,4624.795667
-63.259561,100,4627.460648
-63.402573,100,4630.427677
-43.938939,100,4633.508459
-48.903239,100,4637.660163
-37.38598,100,4640.625218
-53.931237,100,4643.335857
-52.093702,100,4646.247617
-42.018387,100,4649.397366
-46.953381,100,4652.246927
-49.587704,100,4655.512914
-53.288278,100,4658.219567
-47.716804,100,4661.257501
-48.377052,100,4664.297021
-62.496575,100,4667.279934
-39.975187,100,4670.00266
-49.106673,100,4673.15985
-43.10064,100,4676.10917
-57.22139,100,4679.187961
-59.979491,100,4682.278599
-40.801063,100,4685.167222
-46.342402,100,4688.274197
-54.113046,100,4691.104627
-52.632891,100,4693.982299
-40.800514,100,4698.296364
-39.175291,100,4701.256904
-39.051949,100,4704.066344
-55.259687,100,4707.173052
-54.289519,100,4710.09022
-60.212468,100,4712.963406
-72.066136,100,4715.90723
-53.187271,100,4718.701099
-47.839185,100,4721.899706
-46.366944,100,4725.053238
-51.753226,100,4728.084262
-49.707279,100,4730.968793
-61.677242,100,4733.714081
-48.533196,100,4736.631778
-50.487316,100,4739.735901
-57.053385,100,4742.721804
-46.983084,100,4745.656675
-36.363506,100,4748.273012
-47.213082,100,4750.966652
-49.818452,100,4753.919938
-62.531446,100,4757.211541
-1107.917915,100,4761.134898
-44.576197,100,4764.017654
-42.729618,100,4766.503273
-33.831019,100,4769.117972
-74.141514,100,4772.224698
-39.462775,100,4775.315135
-47.135364,100,4778.309322
-55.152242,100,4781.160055
-44.083838,100,4783.614436
-43.841131,100,4786.385203
-58.76121,100,4789.461961
-1110.025827,100,4792.457822
-64.294724,100,4795.506851
-1106.438746,100,4798.001623
-64.185402,100,4800.537633
-52.817305,100,4803.449091
-49.475431,100,4806.389603
-43.91921,100,4809.627704
-50.341304,100,4812.825035
